"x.1","x.2","y"
0.388709869800438,0.561890971681567,"yes"
-0.218113948735232,0.669285112338578,"yes"
-0.240394725309597,2.08963731626929,"yes"
0.064984414419013,-0.153340329299425,"yes"
0.583256932674747,-0.240786446062005,"yes"
0.189996105399805,1.56752611111158,"yes"
-0.653295766401541,1.03806806335674,"yes"
-0.0805400654866976,1.16082404290466,"yes"
0.0435836498800382,0.158783964581027,"yes"
0.941168167265642,-0.257298519342504,"yes"
-0.555779724906221,0.658901895680723,"yes"
1.79888108257784,-1.36415576213184,"yes"
0.675503438688446,0.687604848736791,"yes"
-0.343944070020829,1.40692974735954,"yes"
0.703677091302968,1.29660315599696,"yes"
-0.331978565313283,1.25257217923804,"yes"
1.93373694647515,-0.379974542924095,"yes"
-0.451969679528312,1.03403437581679,"yes"
0.189442087370067,0.0355180899384768,"yes"
1.37121581523657,-1.1435403282788,"yes"
0.825944055061787,1.51252394568322,"yes"
0.307841952541437,0.26722139940702,"yes"
0.25814672902337,0.0502174383330294,"yes"
0.28101898374306,-1.48262514492095,"yes"
0.0800827088589888,1.00334464553389,"yes"
-0.293471270217494,1.67907487244554,"yes"
0.599654647666114,-0.877244926252828,"yes"
0.686567061424925,-1.60518853487101,"yes"
0.304963551812479,1.83426011606142,"yes"
0.435398247745852,1.52415584064856,"yes"
-0.205149078595228,1.28297149710589,"yes"
-0.337324148863805,0.790465892335467,"yes"
0.853505226980307,0.538812707558298,"yes"
0.17247094920914,1.90624770984259,"yes"
0.905775584732089,1.99219480345836,"yes"
0.621354274394397,0.950516225892415,"yes"
0.748960940437936,1.02277041158291,"yes"
0.180436942739961,0.194233050269118,"yes"
1.61215624196224,-1.0201892843972,"yes"
1.81895537273968,-0.745128428732962,"yes"
-0.292209054555332,1.41256673718315,"yes"
1.12242708632687,-0.4163534142867,"yes"
1.01871613600559,-1.13108553473244,"yes"
0.215179031458245,0.578160799247271,"yes"
1.49793044933125,-1.02966710408422,"yes"
1.97869486461078,-1.57313316125818,"yes"
0.633897486632694,0.393663742286731,"yes"
0.681051242654311,0.930913841490164,"yes"
0.450539887108427,-0.114351575762207,"yes"
0.277083630478287,0.185975384700704,"yes"
0.868120530183607,-1.2002229574298,"yes"
0.56859539958777,1.2059337727187,"yes"
1.0062791775025,-1.54953591819278,"yes"
0.215474808193175,-0.408246418446212,"yes"
0.659416558659299,-0.134978927884213,"yes"
0.624041313997084,1.82718712357937,"yes"
0.0795553548981201,0.877067194318712,"yes"
0.459384257501351,-0.303909063237622,"yes"
0.447341573917052,0.253057246089863,"yes"
0.152555084656705,0.037377813926523,"yes"
2.60964721530081,-1.60040114595611,"yes"
-0.215448478703969,1.05870742012072,"yes"
-0.0893201278014127,0.321221777304961,"yes"
-0.156319269468361,-0.490351849134101,"yes"
1.35173175698274,-0.758213972467521,"yes"
2.17003217368723,-1.09424885603699,"yes"
1.38746601905045,-0.308184480291607,"yes"
-0.26649050344113,1.37347061834537,"yes"
0.274431980540911,1.72804686529582,"yes"
1.2102116314081,1.45176990783089,"yes"
2.06967791537376,-1.37923143214454,"yes"
-0.52405599706859,1.77844074090056,"yes"
0.159190613589773,1.69699305164118,"yes"
1.21572905766908,-0.669156176378108,"yes"
1.53902720556213,-1.05779581476945,"yes"
1.37895038071799,-1.23722416174543,"yes"
0.102330408510079,0.384131790057802,"yes"
0.0303527562778682,1.80318118598297,"yes"
-0.285596211519137,1.24829228785417,"yes"
0.104997439314675,0.360797867861185,"yes"
1.22795088796527,-1.02293435377716,"yes"
1.7616246369557,-1.24133424924847,"yes"
0.437938498979249,1.58444518033083,"yes"
1.07930095097621,-1.24520840842432,"yes"
0.401311691191643,1.24054978433947,"yes"
0.682801246381069,0.845121261815915,"yes"
-0.657674449777276,2.04982718749416,"yes"
0.120691183507833,0.388954776363162,"yes"
0.892731760754076,-0.912656276571965,"yes"
0.952284232901397,-0.819708803038082,"yes"
0.169144519204108,0.402458271909096,"yes"
0.159142243768322,1.7454312415422,"yes"
0.995902677816658,0.494867678573761,"yes"
1.63780315372753,-0.668964366582054,"yes"
-0.135507791789605,1.91770459908496,"yes"
1.59285119505622,-0.818286455261066,"yes"
0.460349228980773,-0.454591337074441,"yes"
-0.0945164720445988,-0.163896305884455,"yes"
0.185909680378288,-0.0853912736062232,"yes"
-0.227388032667921,1.77421683132217,"yes"
-0.122250668602798,1.63690078787752,"yes"
0.314126576902742,1.55113395573601,"yes"
0.225567115671863,0.798388271730807,"yes"
0.424630489289696,-0.274684231472319,"yes"
0.526946909473152,-0.657929756486815,"yes"
-0.0641270193845331,1.56415571989495,"yes"
0.152760992238179,0.0961863717380467,"yes"
1.31183102972867,-1.84250990472103,"yes"
0.180253431895072,1.15528022778003,"yes"
0.958995220788828,-0.649224607975875,"yes"
0.907968983016239,-0.385034943043202,"yes"
0.0673337451842418,1.40390343699189,"yes"
1.53000933011618,-0.611705538583283,"yes"
1.57384634329723,0.115854397437212,"yes"
0.340549345083237,-0.293804501067233,"yes"
0.385067754568465,-0.178197976702407,"yes"
-0.394396337426478,3.01327831873449,"yes"
-0.0287548797632507,2.14855353297972,"yes"
0.129171343428128,-0.261348216159063,"yes"
0.340397298013241,1.4831735232524,"yes"
1.67965261192953,-0.282166221399992,"yes"
1.87018212805178,-0.864623239330929,"yes"
1.09040485970513,-0.784585766884674,"yes"
1.52577349176406,-1.26189421813994,"yes"
1.26123233485182,-0.461195056975351,"yes"
-0.271105664207369,0.877319871523145,"yes"
1.15662587311385,-0.508916344354856,"yes"
-0.262227092868886,0.0867311384404365,"yes"
0.860062429126306,-0.333802953296904,"yes"
-0.276322873123514,1.82409659077451,"yes"
0.416391442218809,-0.201414398503968,"yes"
1.03097791087814,-0.409046282585951,"yes"
0.345167701153788,-0.364871125910657,"yes"
0.943840980804977,1.27090613731865,"yes"
1.05262877976182,0.703610211553144,"yes"
-0.207242546372238,1.83194872976054,"yes"
0.449114673559999,1.60685697792821,"yes"
-0.0791066263138739,1.55240191647883,"yes"
1.68819998955598,-0.492607651320841,"yes"
0.190463396244595,1.01488116998924,"yes"
0.390721653204032,1.32847386294701,"yes"
2.18265484843281,0.160439660412735,"yes"
1.09491138547298,-0.83246084082759,"yes"
1.98094015217481,-1.33336464494505,"yes"
1.45217412232524,-0.56379879088476,"yes"
-0.54100898030619,1.98549381942393,"yes"
1.39219303311529,-0.555568905043689,"yes"
0.313667957000859,0.580177946998954,"yes"
1.19983915583703,-0.566923701217004,"yes"
0.0498432561097877,0.269711596445802,"yes"
0.48979656927365,1.82478536182751,"yes"
0.283002115609274,1.32653909424294,"yes"
-0.0276832820402725,1.56225162891148,"yes"
1.4912284280838,-0.547342756753875,"yes"
-0.0811592709247552,-0.632994783292219,"yes"
0.724552623188325,0.903903530180629,"yes"
1.01854695298459,0.693655878288826,"yes"
1.89188353564112,-0.917382489069154,"yes"
1.2437253355911,-1.61533982598722,"yes"
1.01036558839973,-0.0136209092284137,"yes"
0.272305181730491,0.26248128685312,"yes"
0.839866375699845,0.966765873535009,"yes"
0.168408130626199,1.34944802522375,"yes"
-0.127724395730246,0.854311125499131,"yes"
1.78784023586319,-0.752672435021088,"yes"
0.27350209222374,1.86347983195217,"yes"
0.478106732586292,1.03197752186473,"yes"
0.993201781342389,-0.929044789791262,"yes"
0.00252718409418079,-0.091813917705607,"yes"
0.534304920737489,1.31821798956212,"yes"
0.427499969318683,0.1489661706604,"yes"
1.09045938405446,-0.837736189170474,"yes"
0.0564964694635648,0.109230348016613,"yes"
0.0659606281713249,-0.256572485010641,"yes"
1.20598436092384,-0.51487448566307,"yes"
1.16859240515163,-0.431342453695885,"yes"
0.453292711262263,-0.386162202863104,"yes"
0.328993292829303,0.180344090976239,"yes"
-0.0494789973065642,0.250655670638499,"yes"
0.924011102686584,-0.381803374241609,"yes"
-0.253545424863741,0.249186380799119,"yes"
0.0112720724837722,0.139971840774776,"yes"
0.812914996637484,0.296574408113771,"yes"
0.382594722291898,2.10467034303845,"yes"
0.101875046346408,1.97670979802536,"yes"
0.397681044581586,1.96204653762976,"yes"
0.516652421096206,0.461539006410145,"yes"
0.929287392208929,0.257974683404854,"yes"
0.189252803090475,1.03394121075919,"yes"
0.0965052498999398,1.59415409214668,"yes"
-0.490853521565921,1.7610441577371,"yes"
